decade,band,collaboration,female,male,unknown,duration_sec,loudness,track_popularity
1950,0.0,0.0,0.0,100.0,0.0,161.473,-10.985,74.5
1960,66.66666666666666,0.0,11.11111111111111,22.22222222222222,0.0,207.28922222222224,-9.42688888888889,75.77777777777777
1970,60.71428571428571,8.928571428571429,1.7857142857142856,26.785714285714285,1.7857142857142856,264.3770892857143,-9.955857142857143,73.98214285714286
1980,64.07766990291263,2.912621359223301,9.70873786407767,23.300970873786408,0.0,260.4767961165049,-7.986087378640777,74.29126213592232
1990,51.49253731343284,13.805970149253731,4.477611940298507,30.223880597014922,0.0,273.4845410447761,-9.392869402985076,60.21641791044776
2000,43.34203655352481,17.232375979112273,13.838120104438643,23.49869451697128,2.088772845953003,243.12386161879894,-7.7861697127937335,59.866840731070496
2010,15.590863952333663,36.544190665342605,10.12909632571996,34.45878848063555,3.277060575968222,221.6576871896723,-8.094615690168819,55.36842105263158
2020,10.60963287302122,38.86830582687774,8.757157292017514,32.334119232064666,9.430784776018863,187.15471091644207,-9.892941037735849,52.3499494779387
